Season,Name,Team,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,PlayerId,Position
2019,Josh VanMeter,Reds (AAA),24,49,181,211,63,34,14,1,14,43,43,24,0,37,3,2,1,3,8,3,0.348066298,15170,1B
2019,Dustin Peterson,Tigers (AAA),24,78,300,317,86,62,13,0,11,31,49,13,0,77,1,3,0,11,1,1,0.286666666,15189,1B
2019,Brandon Dixon,Tigers (AAA),27,11,46,46,8,7,0,0,1,6,3,0,0,16,0,0,0,0,0,0,0.173913043,15214,1B
2019,Frank Schwindel,Tigers (AA),27,44,166,182,42,30,7,0,5,21,23,11,0,25,2,3,0,2,0,0,0.253012048,15351,1B
2019,Frank Schwindel,Royals (AAA),27,19,70,76,13,8,4,0,1,8,11,4,0,13,1,1,0,3,0,1,0.185714285,15351,1B
2019,Mike Ford,Yankees (AAA),26,76,284,335,87,45,19,0,23,55,59,43,2,53,4,4,0,7,0,1,0.306338028,15585,1B
2019,Rowdy Tellez,Blue Jays (AAA),24,15,50,62,16,10,1,0,5,13,10,11,0,15,0,1,0,1,0,0,0.32,15679,1B
2019,Austin Nola,Mariners (AAA),29,55,196,229,64,41,15,1,7,36,37,29,0,40,2,2,0,7,4,1,0.326530612,15941,1B
2019,Austin Slater,Giants (AAA),26,70,240,296,74,45,17,0,12,47,45,46,1,69,9,1,0,9,6,2,0.308333333,16153,1B
2019,Kevin Cron,Diamondbacks (AAA),26,56,207,254,70,25,16,0,29,58,80,40,2,46,3,2,0,6,1,0,0.338164251,16211,1B
2019,AJ Reed,Astros (AAA),26,56,192,225,43,20,11,0,12,33,35,27,1,67,4,2,0,7,0,0,0.223958333,16246,1B
2019,Sam Travis,Red Sox (AAA),25,68,236,268,65,43,14,1,7,36,33,31,0,62,1,0,0,5,5,1,0.275423728,16263,1B
2019,Ryan O'Hearn,Royals (AAA),25,35,129,149,38,18,10,1,9,20,28,17,1,31,2,1,0,2,0,0,0.294573643,16442,1B
2019,Connor Joe,Dodgers (AAA),26,76,271,340,82,46,21,1,14,70,54,57,0,63,8,4,0,6,0,1,0.302583025,16572,1B
2019,Aramis Garcia,Giants (AAA),26,69,257,288,66,37,13,2,14,44,46,29,0,92,0,1,1,10,0,2,0.256809338,16925,1B
2019,Yasmany Tomas,Diamondbacks (AAA),28,98,390,413,119,64,23,3,29,62,80,20,1,102,2,1,0,14,2,0,0.305128205,17171,1B
2019,Bobby Bradley,Indians (AAA),23,77,299,329,83,37,19,0,27,48,61,27,2,113,3,0,0,6,0,0,0.277591973,17278,1B
2019,Matt Beaty,Dodgers (AAA),26,31,119,133,36,25,7,1,3,16,17,10,0,12,4,0,0,3,0,0,0.302521008,17710,1B
2019,Chris Shaw,Giants (AAA),25,48,188,207,58,31,13,1,13,37,48,14,0,54,4,1,0,2,0,0,0.308510638,17738,1B
2019,Ty France,Padres (AAA),24,63,246,289,94,48,21,1,24,68,72,25,1,41,16,2,0,2,1,0,0.382113821,17982,1B
2019,Austin Dean,Marlins (AAA),25,56,183,212,64,36,14,1,13,38,45,27,0,34,0,2,0,3,4,3,0.349726775,18288,1B
2019,Jared Walsh,Angels (AAA),25,77,294,357,96,47,23,0,26,69,62,50,0,87,9,4,0,8,0,0,0.326530612,18607,1B
2019,Zack Collins,White Sox (AAA),24,61,202,254,54,30,14,1,9,38,51,44,1,73,1,7,0,2,0,0,0.267326732,19181,1B
2019,Matt Thaiss,Angels (AAA),24,79,310,372,85,52,17,2,14,63,49,59,0,64,1,2,0,7,1,0,0.274193548,19318,1B
2019,Nate Lowe,Rays (AAA),23,68,241,296,70,39,19,0,12,50,46,50,0,64,4,1,0,6,1,0,0.290456431,19566,1B
2019,Michael Brosseau,Rays (AAA),25,68,249,292,79,42,21,1,15,51,58,33,0,51,7,3,0,9,2,3,0.317269076,19683,1B
2019,Jake Noll,Nationals (AAA),25,91,338,366,95,66,19,0,10,54,44,23,0,60,3,2,0,9,2,2,0.281065088,19703,1B
2019,Lucas Duda,Royals (AAA),33,12,42,46,12,8,3,0,1,6,4,4,1,13,0,0,0,2,0,0,0.285714285,2502,1B
2019,Yonder Alonso,Rockies (AAA),32,9,31,38,13,7,3,1,2,7,12,5,0,6,1,1,0,0,0,0,0.419354838,2530,1B
2019,Chris Parmelee,Dodgers (AA),31,60,180,222,42,25,7,1,9,27,33,39,2,60,1,2,0,1,0,0,0.233333333,2554,1B
2019,Jordan Pacheco,Mariners (AAA),33,23,81,92,22,17,5,0,0,10,7,8,0,16,2,1,0,3,0,0,0.271604938,2677,1B
2019,Stephen Vogt,Giants (AAA),34,17,58,72,14,7,3,0,4,9,7,14,0,11,0,0,0,1,0,0,0.24137931,5000,1B
2019,Kristopher Negron,Mariners (AAA),33,82,306,356,95,64,15,4,12,62,61,41,0,91,5,4,0,6,11,3,0.310457516,5306,1B
2019,Yangervis Solarte,Marlins (AAA),31,15,51,55,16,12,2,1,1,7,9,3,0,7,0,1,0,2,0,0,0.31372549,5352,1B
2019,Corban Joseph,Athletics (AAA),30,84,330,366,127,80,32,4,11,55,62,28,0,40,4,4,0,5,0,0,0.384848484,5503,1B
2019,Hernan Perez,Brewers (AAA),28,21,84,94,26,12,9,0,5,13,16,10,0,20,0,0,0,2,4,0,0.309523809,5751,1B
2019,Cristhian Adames,Cubs (AAA),27,12,39,48,10,6,2,0,2,9,6,8,0,7,0,1,0,1,1,0,0.256410256,6013,1B
2019,Jim Adduci,Cubs (AAA),34,81,282,304,86,57,19,0,10,47,51,17,1,70,1,4,0,4,8,2,0.304964539,6448,1B
2019,Sean Rodriguez,Phillies (AAA),34,12,45,49,12,5,2,1,4,7,12,3,0,19,1,0,0,2,0,0,0.266666666,6589,1B
2019,Eric Campbell,Athletics (AAA),32,76,270,317,71,41,18,0,12,52,47,41,0,55,4,1,1,11,5,1,0.262962962,6938,1B
2019,Matt Davidson,Rangers (AAA),28,96,355,404,89,47,18,0,24,56,70,35,2,120,12,2,0,3,1,0,0.250704225,7226,1B
2019,Sean Kazmar Jr.,Braves (AAA),34,84,295,327,79,51,16,1,11,43,48,22,0,44,5,5,0,14,1,1,0.26779661,7349,1B
2019,Todd Frazier,Mets (A+),33,11,37,43,8,7,0,0,1,3,8,6,1,8,0,0,0,2,0,1,0.216216216,785,1B
2019,Wilin Rosario,Twins (AAA),30,75,288,313,92,60,18,0,14,50,62,16,0,53,3,4,0,7,1,1,0.319444444,8002,1B
2019,Francisco Pena,Giants (AAA),29,45,172,187,57,31,15,0,11,27,32,11,0,28,1,3,0,4,1,0,0.331395348,8298,1B
2019,Pedro Florimon,Braves (AAA),32,93,312,361,76,58,9,3,6,47,41,43,0,107,2,4,0,9,1,1,0.243589743,8385,1B
2019,Logan Morrison,Yankees (AAA),31,43,152,164,44,18,11,0,15,29,37,8,0,26,4,0,0,5,0,1,0.289473684,9205,1B
2019,Matt McBride,Phillies (AAA),34,43,136,147,32,18,5,0,9,19,27,8,0,33,2,1,0,2,0,1,0.235294117,9373,1B
2019,Adam Rosales,Indians (AAA),36,48,175,188,39,25,7,0,7,26,17,10,0,54,3,0,0,1,1,0,0.222857142,9682,1B
2019,Justin Bour,Angels (AAA),31,26,94,120,32,12,8,1,11,24,27,25,1,16,1,0,0,3,1,0,0.340425531,9744,1B
2019,Brandon Snyder,Nationals (AAA),32,89,330,359,91,44,21,0,26,62,68,20,0,107,7,2,0,9,2,0,0.275757575,9856,1B
2019,Spencer Brickhouse,Diamondbacks (R),21,35,138,151,40,26,11,1,2,20,23,10,0,36,2,1,0,4,1,1,0.289855072,sa1052762,1B
2019,Scotty Bradley,Blue Jays (R),22,20,69,83,14,10,3,0,1,12,10,12,0,23,1,1,0,3,0,0,0.20289855,sa1052920,1B
2019,Spencer Horwitz,Blue Jays (R),21,33,132,149,43,30,11,0,2,20,32,14,0,15,1,2,0,3,3,0,0.325757575,sa1115496,1B
2019,Vinnie Pasquantino,Royals (R),21,34,127,148,30,11,10,0,9,25,31,17,0,32,1,3,0,2,0,0,0.236220472,sa1115762,1B
2019,Will Matthiessen,Pirates (A-),21,24,85,100,19,15,2,0,2,12,9,13,0,25,1,0,1,3,2,0,0.223529411,sa1116023,1B
2019,Kyle McCann,Athletics (A-),21,30,106,125,21,15,2,0,4,13,10,17,1,38,2,0,0,3,0,0,0.198113207,sa1159677,1B
2019,Matt Lloyd,Reds (R),23,25,90,103,22,13,5,0,4,13,11,13,0,27,0,0,0,1,0,0,0.244444444,sa1169978,1B
2019,Trevor Jensen,Twins (R),22,22,74,85,19,15,2,1,1,10,5,7,0,19,2,2,0,1,1,1,0.256756756,sa1170421,1B
2019,Bryce Ball,Braves (R),20,34,122,143,40,18,9,0,13,32,34,17,4,24,2,2,0,2,0,0,0.327868852,sa1170451,1B
2019,Ernny Ordonez,Pirates (R),20,28,102,117,22,13,8,0,1,14,13,11,0,28,2,1,1,2,1,1,0.215686274,sa1170897,1B
2019,Kyle Skeels,Cardinals (R),22,15,54,60,15,12,2,0,1,5,5,3,0,15,2,1,0,2,0,0,0.277777777,sa1171189,1B
2019,Mason Mallard,Rays (R),23,14,46,56,14,12,2,0,0,4,1,8,0,10,2,0,0,1,0,3,0.304347826,sa1172017,1B
2019,Mason Mallard,Rays (A-),23,8,27,30,4,3,1,0,0,2,1,2,0,7,1,0,0,0,0,0,0.148148148,sa1172017,1B
2019,Victor Heredia,Twins (R),19,19,70,80,16,14,2,0,0,12,3,8,0,18,1,1,0,1,1,0,0.228571428,sa3002625,1B
2019,Luis Santana,Orioles (R),20,20,56,58,9,8,1,0,0,6,3,0,0,7,1,0,1,3,0,0,0.160714285,sa3002629,1B
2019,Alberoni Nunez,Tigers (R),20,12,44,52,14,8,1,2,3,9,8,6,0,9,1,0,1,2,2,2,0.318181818,sa3002633,1B
2019,Raymond Mora,Phillies (R),18,45,136,188,43,31,9,3,0,28,16,40,0,23,6,1,5,3,12,7,0.31617647,sa3002698,1B
2019,Juan Mendez,Phillies (R),20,17,58,70,16,9,5,0,2,9,11,12,0,7,0,0,0,2,2,1,0.275862068,sa3002700,1B
2019,Juan Aparicio,Phillies (A-),19,32,107,121,40,25,10,4,1,14,15,9,0,22,5,0,0,0,3,2,0.373831775,sa3002710,1B
2019,Freddy Barreto,Phillies (R),19,10,28,34,8,5,3,0,0,2,6,3,0,5,1,2,0,1,0,1,0.285714285,sa3002713,1B
2019,Lazaro Alonso,Marlins (A+),24,86,293,343,80,57,16,0,7,24,42,45,4,79,2,1,0,10,0,0,0.273037542,sa3002722,1B
2019,Lazaro Alonso,Marlins (AA),24,13,34,39,5,4,0,0,1,6,2,4,0,11,0,0,0,2,0,0,0.147058823,sa3002722,1B
2019,Evan Mendoza,Cardinals (AA),23,54,206,223,51,41,8,1,1,20,20,14,0,44,0,2,0,5,5,1,0.247572815,sa3002836,1B
2019,Derian Perez,Indians (R),19,43,131,154,28,18,5,4,1,25,12,16,0,42,3,4,0,2,5,1,0.213740458,sa3002844,1B
2019,Robert Perez,Mariners (A-),19,26,101,115,17,10,4,0,3,15,17,8,0,36,4,2,0,2,0,1,0.168316831,sa3002851,1B
2019,Robert Perez,Mariners (AAA),19,19,64,69,16,9,3,1,3,9,8,4,0,24,1,0,0,1,0,0,0.25,sa3002851,1B
2019,Carlos Luis,Padres (A-),19,32,122,136,31,22,7,1,1,9,12,12,0,26,0,1,0,6,2,0,0.25409836,sa3002860,1B
2019,Daniel Jipping,Rockies (A),23,9,31,34,3,2,1,0,0,4,4,2,0,11,0,0,0,2,0,0,0.096774193,sa3002868,1B
2019,Elian Gonzalez,Indians/Brewers (R),19,38,130,146,36,26,7,3,0,18,19,11,0,22,2,2,1,2,6,5,0.276923076,sa3002871,1B
2019,Eric Wagaman,Yankees (A),21,52,188,207,44,34,7,0,3,10,18,17,0,53,0,2,0,5,3,5,0.234042553,sa3002875,1B
2019,Carlos Quintero,Astros (R),19,10,27,32,2,1,1,0,0,1,1,4,0,14,1,0,0,0,0,1,0.074074074,sa3003100,1B
2019,Ernesto Martinez,Brewers (R),20,35,126,148,32,22,7,0,3,20,17,19,0,44,3,0,0,2,4,3,0.253968253,sa3003173,1B
2019,Hagen Owenby,Braves (A),23,16,66,71,23,18,2,2,1,6,5,4,0,23,1,0,0,1,0,0,0.348484848,sa3003180,1B
2019,Jorge Sencion,Reds (R),20,14,50,53,12,9,2,0,1,5,8,3,0,22,0,0,0,0,3,0,0.24,sa3003194,1B
2019,Pablo Gomez,Cardinals (R),19,22,61,73,8,5,1,1,1,4,4,8,0,15,2,1,1,3,0,1,0.13114754,sa3003203,1B
2019,Freddy De Jesus,Cardinals (R),19,22,72,85,14,8,3,0,3,9,7,11,2,20,2,0,0,2,0,0,0.194444444,sa3003205,1B
2019,Jeinser Brete,Cubs (R),19,25,69,76,15,11,3,1,0,10,8,4,1,17,2,0,1,4,5,0,0.217391304,sa3003211,1B
2019,Hector Pineda,Royals (R),20,17,46,53,7,7,0,0,0,6,1,6,0,13,1,0,0,1,0,0,0.152173913,sa3003217,1B
2019,Jeison Rijo,Angels (R),19,25,76,97,17,14,2,0,1,8,10,16,0,14,3,2,0,1,0,1,0.22368421,sa3003231,1B
2019,Juan De La Rosa,Orioles (R),21,37,139,160,41,28,7,4,2,30,24,14,0,41,7,0,0,0,10,3,0.294964028,sa3003235,1B
2019,Wilfred Astudillo,Mets (R),19,21,64,70,16,13,1,0,2,7,8,5,0,10,1,0,0,1,0,0,0.25,sa3003236,1B
2019,Jhenrry Moreno,Tigers (R),19,24,72,84,18,14,4,0,0,10,8,6,0,28,5,0,1,1,4,3,0.25,sa3003237,1B
2019,Michael Chirinos,Rangers (R),19,38,144,170,38,32,4,0,2,23,31,13,0,9,1,12,0,4,8,3,0.263888888,sa3003239,1B
2019,Nicolas Febres,Royals (R),20,33,95,121,20,20,0,0,0,12,7,25,0,11,0,0,1,1,1,1,0.210526315,sa3003252,1B
2019,Kevin Torres,Mets (R),20,32,117,137,28,21,6,0,1,14,21,17,0,21,2,1,0,1,5,1,0.239316239,sa3003261,1B
2019,Kendry Marte,Tigers (R),19,26,71,88,17,9,5,3,0,14,3,15,0,28,0,0,2,0,6,2,0.239436619,sa3003266,1B
2019,Oscar Alvarez,Dodgers (R),19,17,44,49,8,8,0,0,0,3,2,4,0,7,0,1,0,2,1,0,0.181818181,sa3003271,1B
2019,Asdrubal Alvarez,Yankees (R),19,13,37,40,9,4,4,0,1,4,8,2,0,8,1,0,0,0,0,0,0.243243243,sa3003294,1B
2019,Ernesto Adames,Tigers (R),19,23,58,72,8,7,1,0,0,6,1,11,0,23,1,1,1,0,0,1,0.137931034,sa3003309,1B
2019,Samuel Jorge,Giants (R),19,26,96,117,18,16,2,0,0,14,11,12,0,23,6,2,1,2,0,0,0.1875,sa3003321,1B
2019,Jember Gutierrez,Rangers (R),19,42,158,192,45,32,11,1,1,17,27,23,0,11,5,6,0,6,15,0,0.284810126,sa3003324,1B
2019,Alexander Samuel,Cardinals (R),19,27,93,118,18,14,4,0,0,20,7,19,1,39,5,0,1,1,3,2,0.193548387,sa3003344,1B
2019,Kiumel Bastardo,Dodgers (R),19,29,109,125,28,22,4,1,1,18,11,12,1,20,2,1,1,4,7,0,0.256880733,sa3003353,1B
2019,Moises Gonzalez,Mets (R),19,25,90,100,28,21,4,2,1,19,14,7,0,31,2,0,1,0,5,1,0.311111111,sa3003357,1B
2019,Omar Lebron,Marlins (R),20,24,77,92,15,8,4,3,0,8,16,11,0,21,3,1,0,0,1,1,0.194805194,sa3003365,1B
2019,Matthew Mercedes,White Sox (R),20,25,89,101,34,23,9,1,1,19,25,8,0,9,2,2,0,3,0,0,0.382022471,sa3003374,1B
2019,Jose Alvarez,Astros (R),19,20,66,74,16,11,4,1,0,10,8,7,0,16,0,1,0,1,0,0,0.242424242,sa3003377,1B
2019,Bryan Santos,Rays (R),20,45,168,190,41,28,9,3,1,17,20,20,0,35,1,1,0,6,2,6,0.244047619,sa3003382,1B
2019,Junior Melo,Reds (R),22,28,101,113,34,19,10,3,2,17,19,9,3,7,2,1,0,2,1,1,0.336633663,sa3003385,1B
2019,Carlos Medrano,Tigers (R),19,25,73,93,22,18,3,0,1,17,9,18,0,23,0,2,0,0,5,1,0.301369863,sa3003387,1B
2019,Wilbert Garcia,Phillies (R),19,40,119,141,31,21,6,3,1,27,16,13,0,31,7,2,0,4,24,6,0.260504201,sa3003391,1B
2019,Jose Guardo,Rangers (R),20,15,41,52,3,3,0,0,0,5,2,5,0,13,5,0,1,0,0,1,0.073170731,sa3003409,1B
2019,Freddvil Chevez,Rays (R),19,37,148,170,49,37,8,0,4,31,32,11,0,11,10,1,0,3,0,1,0.331081081,sa3003413,1B
2019,Edidson Rojas,Orioles (R),20,15,47,55,8,5,1,1,1,5,8,7,0,12,1,0,0,0,3,1,0.170212765,sa3003427,1B
2019,Starlin Paulino,Yankees (R),19,13,31,39,7,6,1,0,0,3,4,5,0,7,2,1,0,0,1,0,0.225806451,sa3003431,1B
2019,Yoel Yanqui,Diamondbacks (A+),23,58,199,229,48,24,17,3,4,26,22,28,1,48,1,1,0,4,5,4,0.24120603,sa3003437,1B
2019,Seaver Whalen,Rays (A),24,40,140,160,34,24,8,0,2,15,17,11,0,19,7,2,0,9,3,0,0.242857142,sa3003939,1B
2019,Seaver Whalen,Rays (A+),24,30,85,99,16,10,4,1,1,7,8,6,0,31,5,0,3,0,0,0,0.188235294,sa3003939,1B
2019,Jake Adams,Astros (A+),23,90,317,358,78,51,12,0,15,38,66,31,0,85,3,7,0,6,4,3,0.246056782,sa3003962,1B
2019,Hunter Hargrove,Athletics (A+),24,48,182,196,38,26,8,1,3,13,21,13,1,43,1,0,0,7,0,1,0.208791208,sa3004039,1B
2019,Nick Feight,Padres (A),23,13,42,49,5,4,1,0,0,4,2,4,1,8,2,1,0,1,0,1,0.119047619,sa3004045,1B
2019,Marcus Chiu,Dodgers (A+),22,92,303,365,68,44,10,3,11,50,39,45,1,133,16,1,0,4,5,3,0.224422442,sa3004060,1B
2019,Luis Roman,Padres (A),24,14,51,53,15,12,1,0,2,5,5,2,0,18,0,0,0,0,0,0,0.294117647,sa3004063,1B
2019,Ryan Costello,Twins (A+),23,68,216,258,46,27,11,0,8,35,25,40,2,64,1,1,0,2,0,0,0.212962962,sa3004071,1B
2019,Ryan Costello,Twins (AA),23,10,32,37,6,4,1,0,1,3,3,5,0,14,0,0,0,1,0,0,0.1875,sa3004071,1B
2019,Michael Cooper,Indians (A-),19,37,140,151,31,20,8,2,1,18,16,6,1,35,2,2,1,4,2,0,0.221428571,sa3004072,1B
2019,Pat McInerney,Brewers (A+),24,55,172,199,37,20,9,1,7,20,25,23,0,53,3,1,0,3,1,2,0.215116279,sa3004078,1B
2019,Gavin Garay,Mets (A-),22,16,49,55,8,7,0,0,1,4,5,5,0,18,0,1,0,0,0,0,0.163265306,sa3004135,1B
2019,Mitch Reeves,Indians (A),24,59,214,248,55,35,14,0,6,32,37,28,1,54,4,2,0,4,5,2,0.257009345,sa3004137,1B
2019,Mitch Reeves,Indians (A+),24,32,104,132,31,21,8,0,2,13,19,24,1,28,1,2,1,6,1,1,0.298076923,sa3004137,1B
2019,Nick Pratto,Royals (A+),20,99,335,378,64,40,16,1,7,42,37,40,0,128,2,1,0,1,15,5,0.191044776,sa3004138,1B
2019,Jake Scheiner,Phillies (A+),23,45,160,183,41,30,8,1,2,19,20,16,1,28,2,4,1,3,3,2,0.25625,sa3004160,1B
2019,Sam Abbott,White Sox (R),20,33,108,129,26,14,7,0,5,20,15,16,0,43,4,1,0,2,0,0,0.24074074,sa3004161,1B
2019,Tyreque Reed,Rangers (A),22,34,115,145,32,17,6,0,9,22,24,24,1,31,3,3,0,2,0,1,0.278260869,sa3004163,1B
2019,Tyreque Reed,Rangers (A+),22,32,111,126,24,14,6,0,4,13,17,8,0,36,5,2,0,3,0,2,0.216216216,sa3004163,1B
2019,Austin Listi,Phillies (AAA),25,37,142,164,44,25,11,0,8,25,31,14,1,33,6,2,0,5,0,2,0.309859154,sa3004170,1B
2019,Micah Brown,Marlins (A+),23,50,155,179,32,23,4,1,4,19,17,17,0,47,2,2,3,3,4,4,0.206451612,sa3004286,1B
2019,Lucas Tancas,Pirates (A+),25,88,329,356,90,61,23,0,6,37,47,19,0,121,6,1,1,5,3,2,0.273556231,sa3004290,1B
2019,Ben Rodriguez,Twins (A),24,55,202,217,42,28,9,0,5,20,19,12,0,54,3,0,0,10,0,0,0.207920792,sa3004301,1B
2019,Jason Pineda,Padres (A-),19,29,108,120,25,17,7,0,1,7,10,11,0,38,1,0,0,3,1,1,0.231481481,sa3004389,1B
2019,Jamori Blash,Nationals (A),23,21,79,85,15,6,6,1,2,9,8,3,0,32,2,1,0,1,0,0,0.189873417,sa3004396,1B
2019,Hagen Danner,Blue Jays (A),20,73,250,283,44,19,8,5,12,31,33,24,1,86,5,4,0,6,3,1,0.176,sa3004501,1B
2019,Erik Ostberg,Rays (A),23,10,34,39,13,11,1,0,1,5,5,4,1,7,1,0,0,0,0,0,0.382352941,sa3004505,1B
2019,Cam Balego,Cubs (A+),24,85,291,350,75,55,10,0,10,42,37,42,0,67,14,3,0,5,1,3,0.257731958,sa3004517,1B
2019,Nic Perkins,Nationals (A),23,49,162,186,31,21,9,1,0,12,13,19,0,48,3,1,1,7,2,0,0.191358024,sa3004610,1B
2019,Anthony Peroni,Nationals (A-),22,23,69,83,12,8,3,0,1,8,6,11,0,16,2,0,1,2,0,0,0.173913043,sa3004612,1B
2019,Santis Sanchez,Athletics (A),20,24,79,87,13,9,3,0,1,4,5,6,0,27,1,1,0,1,0,0,0.164556962,sa3004620,1B
2019,Xavier LeGrant,Red Sox (A-),22,17,57,61,16,13,1,1,1,12,5,3,0,20,1,0,0,0,0,1,0.280701754,sa3004689,1B
2019,Nathan Perry,Astros (A-),19,38,131,156,31,18,7,1,5,17,18,22,0,36,3,0,0,1,1,0,0.236641221,sa3004756,1B
2019,Dalton Combs,Giants (A+),24,33,118,133,38,30,7,0,1,16,15,10,0,30,3,2,0,1,2,1,0.322033898,sa3004758,1B
2019,Jake Holmes,Phillies (A),20,55,175,195,27,20,5,1,1,13,16,13,0,62,0,3,4,4,7,1,0.154285714,sa3004815,1B
2019,Mason Martin,Pirates (A),20,82,301,355,79,34,19,3,23,58,83,46,1,103,3,5,0,0,8,2,0.262458471,sa3004885,1B
2019,Mason Martin,Pirates (A+),20,20,65,79,16,5,6,0,5,15,16,14,0,21,0,0,0,1,0,0,0.246153846,sa3004885,1B
2019,Javier Sanchez,Royals (R),19,17,42,55,11,10,1,0,0,6,0,8,0,15,3,0,2,1,2,1,0.261904761,sa3004931,1B
2019,Javier Sanchez,Royals (R),19,8,31,34,11,9,2,0,0,4,7,3,0,6,0,0,0,0,3,1,0.354838709,sa3004931,1B
2019,Olivier Basabe,Padres (A+),21,92,330,374,78,55,16,2,5,32,42,33,0,65,7,3,1,6,5,0,0.236363636,sa3004933,1B
2019,Jared Young,Cubs (AA),23,95,354,390,83,63,15,0,5,40,44,25,1,85,7,2,2,6,5,2,0.234463276,sa3004937,1B
2019,Adalberto Carrillo,Nationals (A-),24,26,79,92,20,10,7,0,3,12,12,13,0,15,0,0,0,1,2,0,0.253164556,sa3004967,1B
2019,Oscar Olivares,Orioles (R),20,43,144,164,32,22,6,0,4,25,21,17,0,50,2,1,0,7,4,1,0.222222222,sa3005020,1B
2019,PK Morris,Blue Jays (R),20,31,105,134,29,20,5,0,4,27,25,25,0,27,1,3,0,1,1,0,0.276190476,sa3005037,1B
2019,J.D. Osborne,Marlins (A),23,58,206,226,55,34,15,0,6,28,29,9,0,47,8,3,0,8,0,0,0.266990291,sa3005053,1B
2019,Pedro Diaz,Yankees (R),21,16,36,48,7,5,2,0,0,4,4,10,0,15,0,2,0,0,1,0,0.194444444,sa3005056,1B
2019,Zachery Almond,Diamondbacks (A),23,72,250,291,55,36,14,0,5,30,39,30,0,78,2,9,0,2,2,1,0.22,sa3005104,1B
2019,D.J. Stewart,Phillies (A-),20,27,87,95,22,13,8,1,0,8,4,7,0,21,0,1,0,3,2,3,0.252873563,sa3005181,1B
2019,Taylor Grzelakowski,Twins (AA),25,51,174,200,31,20,9,1,1,19,21,22,1,43,1,3,0,6,0,0,0.178160919,sa3005298,1B
