Season,Name,Team,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,PlayerId,Position
2019,Matt Kemp,Mets (AAA),34,8,34,36,8,7,0,0,1,3,3,2,0,7,0,0,0,2,0,0,0.235294117,5631,OF
2019,Brandon Barnes,Indians (AAA),33,92,366,409,101,52,25,0,24,63,76,32,1,106,6,5,0,10,9,1,0.275956284,629,OF
2019,JB Shuck,Pirates (AAA),32,46,124,138,34,20,9,2,3,15,14,14,0,13,0,0,0,2,3,1,0.274193548,6677,OF
2019,Eric Young Jr.,Mariners (AAA),34,33,127,142,30,21,4,3,2,16,11,10,0,26,2,3,0,1,3,2,0.236220472,7158,OF
2019,Cesar Puello,Angels (AAA),28,43,135,167,40,26,7,0,7,25,27,22,1,37,10,0,0,2,2,1,0.296296296,7216,OF
2019,Collin Cowgill,Nationals (AAA),33,68,200,238,48,27,9,2,10,49,29,28,0,58,8,1,1,4,8,3,0.24,7250,OF
2019,Jake Elmore,Pirates (AAA),32,77,246,278,86,60,22,0,4,36,24,26,4,36,3,3,0,5,3,7,0.349593495,7290,OF
2019,Shane Peterson,Dodgers (AAA),31,68,245,273,62,33,14,5,10,38,37,22,0,73,3,1,0,6,4,0,0.253061224,7423,OF
2019,Paulo Orlando,Dodgers (AAA),33,24,71,83,15,7,5,1,2,9,7,8,0,16,4,0,0,3,1,0,0.211267605,8628,OF
2019,Paulo Orlando,White Sox (AAA),33,60,232,252,59,33,15,1,10,34,30,10,0,62,6,2,0,2,5,1,0.254310344,8628,OF
2019,Ezequiel Carrera,Dodgers (AAA),32,10,29,32,5,4,1,0,0,4,2,3,0,9,0,0,0,1,1,0,0.172413793,9048,OF
2019,Cody Decker,Diamondbacks (AAA),32,39,96,115,23,10,6,0,7,16,21,17,0,28,0,2,0,2,0,1,0.239583333,9665,OF
